日付,リクエストNo,曲名,歌手名,総合得点,素点,ボーナス点,Ai感性,チャート合計,音程,安定性,表現力,リズム,ビブラート&ロングトーン,抑揚,しゃくり,こぶし,フォール,ロングトーン,ビブラート,ビブラート秒数,ビブラート回数,ビブラートタイプ,アクセント,ハンマリング,エッジボイス,ヒーカップ,Ai加点,Ai減点,キー,最高音（音域）,最低音（音域）,最高音（声域）,最低音（声域）
2024/08/06 22:04:20,1132-12,"虹","菅田将暉",88.880,88.008,0.872,57,393,84,73,63,99,74,80,15,1,0,5,4,1.7,6,A-1,0,0,0,0,65,53,-2,mid2G,mid1A#,mid2G,mid1A#
2024/08/07 12:40:55,5941-22,"地獄でなぜ悪い","星野 源",85.822,84.977,0.845,54,362,80,75,21,97,89,20,35,3,1,9,5,4.6,14,D,0,0,0,0,54,0,-2,mid2F#,mid1C,mid2F#,mid1C
2024/08/07 12:51:31,5941-25,"Crazy Crazy","星野 源",86.206,85.381,0.825,52,359,82,69,25,99,84,28,24,4,4,8,4,4.3,15,A-1,0,0,0,0,52,2,-2,mid2F#,mid1B,mid2F#,mid1B
2024/08/07 13:00:37,5863-35,"くだらないの中に","星野 源",87.949,86.728,1.221,54,363,86,73,30,89,85,30,26,4,1,8,5,2.9,11,E,0,0,0,0,54,5,-2,mid2F#,mid1C#,mid2F#,mid1C#
2024/08/07 13:16:44,5358-17,"Overdose","なとり",84.186,83.373,0.813,51,271,82,51,23,98,17,31,17,3,1,2,0,1.2,3,D,0,0,0,0,51,0,0,mid2E,lowD,mid2E,lowG
2024/08/07 13:24:41,5467-29,"フライデー・ナイト","なとり",81.715,80.907,0.808,50,305,77,58,25,89,56,34,26,1,0,2,4,2.7,7,G,0,0,0,0,50,0,0,mid2G#,lowG#,mid2F,lowG#
2024/08/07 13:47:06,5162-94,"ブルーベリー・ナイツ","マカロニえんぴつ",84.653,83.848,0.805,50,348,80,76,23,99,70,34,23,3,2,8,0,0.7,1,E,0,0,0,0,50,0,-2,hiA#,mid1A#,hiA#,mid1A#
2024/08/12 14:37:06,3171-14,"チェリー","スピッツ",89.918,88.975,0.943,63,397,85,65,67,99,81,90,39,1,0,5,5,7.0,23,A-1,0,0,0,0,75,70,-2,mid2G#,mid1C,mid2G#,mid1C
2024/08/12 15:04:32,5941-25,"Crazy Crazy","星野 源",91.647,89.359,2.288,66,407,87,77,77,98,68,88,29,4,0,7,0,1.4,5,A-1,0,0,0,0,79,56,-2,mid2F#,mid1B,mid2F#,mid1B
2024/08/12 15:12:56,5941-53,"Friend Ship","星野 源",91.897,90.347,1.550,69,417,86,73,73,99,86,85,44,4,1,7,6,4.8,14,A-1,0,0,0,0,78,45,-2,mid2G,mid1C,mid2G,mid1C
2024/08/12 15:30:02,5862-47,"新しい恋人達に","back number",84.628,83.744,0.884,58,390,76,68,64,98,84,86,35,1,0,6,6,4.4,10,A-1,0,0,0,0,66,47,-3,hiA,lowG,mid2G,mid1A
2024/08/12 15:39:17,7081-61,"05410-(ん)","RADWIMPS",86.497,85.550,0.947,64,312,81,52,67,99,13,88,35,12,1,1,0,1.1,3,F,0,0,0,0,66,7,-2,mid2F#,mid1F,mid2F#,mid1F
2024/08/12 15:48:43,5859-57,"瞬き","back number",90.416,88.868,1.548,73,414,83,78,70,99,84,70,30,4,0,7,5,7.7,25,A-1,0,0,0,0,80,32,-4,mid2G#,mid1C#,mid2G#,mid1C#
2024/08/12 16:03:10,6223-77,"インフェルノ","Mrs. GREEN APPLE",81.768,80.854,0.914,61,311,74,56,67,98,16,91,20,10,1,2,0,0.9,3,D,0,0,0,0,63,12,-1,hiD#,lowD#,hiA#,lowG
2024/08/12 16:30:15,5617-25,"ひまわりの約束(ドラえもんアニメバージョン)","秦 基博",87.229,87.229,0.000,62,389,83,62,66,99,79,97,14,2,1,6,4,2.4,8,A-1,0,0,0,0,82,95,-2,mid2G#,mid1C#,mid2G#,mid1D#
2024/08/12 17:19:05,5862-22,"黄色","back number",89.256,88.300,0.956,65,394,84,63,67,99,81,83,43,10,0,6,5,7.9,26,A-1,0,0,0,0,71,40,-1,hiA#,mid1C#,hiA#,mid1C#
2024/08/15 23:49:14,5941-66,"恋","星野 源",89.330,88.478,0.852,55,402,86,79,59,99,79,79,21,6,1,9,0,1.6,5,D,0,0,0,0,55,0,-2,mid2G,mid1D,mid2G,mid1D
2024/08/16 00:14:18,5860-12,"恋","back number",87.445,86.586,0.859,55,355,84,72,17,94,88,0,28,4,0,8,5,3.9,11,E,0,0,0,0,56,7,0,mid2F#,mid1E,mid2F#,mid1E
2024/08/16 01:13:31,6197-70,"青と夏","Mrs. GREEN APPLE",84.416,83.404,1.012,71,326,76,63,73,98,16,98,66,22,1,2,0,1.2,3,A-1,0,0,0,0,75,26,0,hiE,mid1D#,hiB,mid1D#
2024/08/21 18:53:43,5941-66,"恋","星野 源",93.069,90.999,2.070,77,429,85,82,77,99,86,89,30,12,0,9,4,2.5,7,A-1,0,0,0,0,83,25,0,hiA,mid1E,hiA,mid1E
2024/08/21 19:05:02,1310-79,"恋だろ","wacci",93.804,90.832,2.972,76,430,87,76,82,95,90,88,33,15,0,9,5,8.3,26,A-1,0,0,0,0,85,35,0,mid2F#,mid1B,mid2F#,mid1B
2024/08/21 19:16:24,2975-03,"シングルベッド","シャ乱Q",94.990,91.705,3.285,89,440,87,73,93,98,89,93,42,5,1,8,6,11.1,34,D,0,0,0,0,96,29,0,mid2G,mid1C,mid2G,mid1C
2024/08/21 19:28:51,3171-14,"チェリー","スピッツ",92.492,89.399,3.093,91,410,86,57,86,98,83,77,53,8,0,5,6,9.9,26,D,0,0,0,0,95,8,-2,mid2G#,mid1C,mid2G#,mid1C
2024/08/21 19:40:50,6823-65,"桜","コブクロ",91.974,87.981,3.993,96,404,83,54,95,91,81,96,26,20,0,6,5,5.9,20,D,0,0,0,0,100,12,0,mid2F#,mid1B,mid2F#,mid1C#
2024/08/21 19:52:58,5862-31,"アイラブユー","back number",90.883,89.839,1.044,74,413,81,62,86,99,85,92,28,8,0,7,5,3.5,11,D,0,0,0,0,84,48,0,hiA#,lowG#,hiA#,lowG#
2024/08/21 20:04:35,5025-22,"全力少年","スキマスイッチ",85.503,84.236,1.267,76,395,75,58,83,98,81,93,35,12,4,7,4,3.7,11,D,0,0,0,0,85,52,0,hiA,mid1D,hiA,mid1D
2024/08/21 20:21:22,5870-11,"花束","back number",88.008,85.751,2.257,88,402,77,53,94,99,79,98,46,24,1,6,4,2.2,6,E,0,0,0,0,97,24,0,hiC,mid1A,hiA#,mid1B
2024/08/22 05:12:37,5941-22,"地獄でなぜ悪い","星野 源",88.529,86.466,2.063,73,368,78,78,91,98,23,99,57,8,0,3,0,0.9,1,G,0,0,0,0,99,86,0,mid2G#,mid1D,mid2G#,mid1D
2024/09/13 15:05:04,1310-79,"恋だろ","wacci",90.644,89.320,1.324,66,389,86,51,68,99,85,87,24,11,0,7,6,7.9,25,A-1,0,0,0,0,71,33,0,mid2F#,mid1B,mid2F#,mid1B
2024/09/13 15:14:57,5862-22,"黄色","back number",90.196,88.489,1.707,75,415,81,75,73,98,88,84,53,5,0,7,6,7.1,22,D,0,0,0,0,79,20,0,hiB,mid1D,hiB,mid1D
2024/09/13 15:25:55,5860-12,"恋","back number",93.219,90.461,2.758,70,427,87,80,77,95,88,77,30,7,0,8,5,3.4,11,D,0,0,0,0,79,38,0,mid2F#,mid1E,mid2F#,mid1E
2024/09/13 15:34:29,6028-82,"感情","wacci",93.800,91.156,2.644,67,431,89,79,73,99,91,82,37,11,0,9,5,8.5,29,A-1,0,0,0,0,75,50,0,mid2F#,mid1C#,mid2F#,mid1C#
2024/09/13 15:44:27,5941-25,"Crazy Crazy","星野 源",89.109,88.090,1.019,66,405,83,77,68,98,79,88,42,1,0,6,4,4.9,16,A-1,0,0,0,0,70,24,0,mid2G#,mid1C#,mid2G#,mid1C#
2024/09/13 15:52:26,5941-22,"地獄でなぜ悪い","星野 源",92.986,90.380,2.606,68,428,87,81,77,97,86,77,38,5,0,8,5,4.0,11,D,0,0,0,0,84,68,0,mid2G#,mid1D,mid2G,mid1D
2024/09/13 16:00:47,5294-77,"魔法の絨毯","川崎鷹也",92.719,90.622,2.097,62,417,88,83,66,92,88,84,16,3,1,8,5,3.8,12,D,0,0,0,0,66,23,0,mid2G#,mid1C#,mid2G,mid1D#
2024/09/13 16:08:36,5796-19,"虹色の戦争","SEKAI NO OWARI(世界の終わり)",89.564,87.519,2.045,71,368,84,38,75,99,72,84,19,13,0,3,5,2.8,7,B-1,0,0,0,0,74,14,0,hiB,mid1F#,hiA#,mid1F#
2024/09/13 16:18:38,5847-40,"炎と森のカーニバル","SEKAI NO OWARI(世界の終わり)",91.446,90.132,1.314,61,404,88,67,66,96,87,92,17,3,0,8,5,3.0,10,G,0,0,0,0,64,23,0,hiA,mid1C#,hiA,mid1C#
2024/09/13 16:28:51,5847-34,"RPG","SEKAI NO OWARI(世界の終わり)",92.560,92.560,0.000,64,418,85,68,78,98,89,84,39,14,0,9,5,4.5,15,A-1,0,0,0,0,89,100,0,hiA,mid1C#,hiA,mid1C#
2024/09/13 16:38:39,5847-25,"眠り姫","SEKAI NO OWARI(世界の終わり)",89.476,86.189,3.287,62,363,87,39,67,90,80,85,19,1,0,7,4,2.2,10,D,0,0,0,0,63,14,0,mid2F,mid1D,mid2F,mid1D
2024/09/13 16:47:09,6179-71,"別の人の彼女になったよ","wacci",93.693,93.693,0.000,62,429,88,80,73,99,89,98,30,6,0,9,5,7.0,25,A-1,0,0,0,0,75,75,0,mid2F#,mid1A,mid2F#,mid1A
2024/09/13 16:55:49,5862-13,"水平線","back number",92.058,89.624,2.434,67,415,86,71,73,98,87,82,26,4,1,8,6,5.3,16,A-1,0,0,0,0,75,49,0,hiC,mid1D,hiC,mid1D
2024/09/13 17:04:50,5860-25,"わたがし","back number",85.896,83.135,2.761,67,382,77,47,79,98,81,79,34,14,0,5,6,5.4,18,D,0,0,0,0,85,81,0,hiC,mid1E,hiC,mid1E
2024/09/13 17:11:18,5859-16,"手紙","back number",91.020,89.299,1.721,63,400,87,61,66,99,87,84,27,1,1,7,6,9.8,32,A-1,0,0,0,0,70,47,0,hiC,mid1D,hiC,mid1D
2024/09/13 17:21:44,5862-31,"アイラブユー","back number",91.493,91.493,0.000,56,418,85,78,68,98,89,98,18,5,0,8,6,5.3,18,A-1,0,0,0,0,66,76,0,hiA#,lowG#,hiA#,lowG#
2024/09/13 17:30:40,6196-77,"まちがいさがし","菅田将暉",87.251,87.251,0.000,67,393,79,61,75,99,79,84,47,3,0,7,4,3.4,11,D,0,0,0,0,85,90,0,hiB,mid1A,hiB,mid1A
2024/09/13 17:50:07,6823-65,"桜","コブクロ",94.239,88.645,5.594,72,422,89,69,84,89,91,88,30,6,0,9,6,16.7,50,D,0,0,0,0,92,64,0,mid2F#,mid1B,mid2F#,mid1B
2024/09/13 18:00:50,5863-35,"くだらないの中に","星野 源",89.815,89.815,0.000,61,404,86,79,72,81,86,85,28,3,0,8,5,5.1,21,D,0,0,0,0,77,86,0,mid2G#,mid1D#,mid2G#,mid1G#
2024/09/13 18:09:34,7081-05,"セプテンバーさん","RADWIMPS",89.497,87.099,2.398,63,381,84,47,74,99,77,82,35,15,1,6,4,2.9,11,A-1,0,0,0,0,77,69,0,hiA,mid1A,hiA,mid1A
2024/09/13 18:19:51,6845-27,"天体観測(生音)","BUMP OF CHICKEN",89.540,87.897,1.643,61,408,81,69,71,99,88,87,35,12,0,9,4,3.6,12,G,0,0,0,0,73,73,0,mid2G#,lowG#,mid2G#,lowG#
2024/09/13 18:27:53,6878-04,"小さな恋のうた","MONGOL800",91.184,88.670,2.514,70,410,84,69,76,95,86,88,39,16,0,7,5,4.8,16,G,0,0,0,0,77,32,0,mid2G#,mid1A#,mid2G#,mid1A#
2024/09/13 18:35:46,5796-19,"虹色の戦争","SEKAI NO OWARI(世界の終わり)",89.982,87.795,2.187,71,396,82,53,71,99,91,77,22,11,0,9,6,4.0,10,D,0,0,0,0,78,46,0,hiB,mid1F#,hiA,mid1F#
2024/09/13 18:45:53,1307-23,"ビリミリオン","優里",89.682,88.223,1.459,67,393,84,60,66,99,84,85,33,4,0,6,6,5.6,16,A-1,0,0,0,0,71,24,0,hiC,mid1D,hiC,mid1D
2024/09/23 14:18:30,5862-47,"新しい恋人達に","back number",86.575,85.702,0.873,57,400,78,76,65,98,83,94,35,1,0,6,5,6.3,21,A-1,0,0,0,0,61,22,0,hiC,mid1A#,hiC,mid1C
2024/09/23 14:26:42,5941-25,"Crazy Crazy","星野 源",90.426,89.543,0.883,58,414,83,85,64,98,84,91,51,4,0,8,4,5.1,16,A-1,0,0,0,0,59,7,0,mid2G#,mid1C#,mid2G#,mid1C#
2024/09/23 14:43:11,5941-22,"地獄でなぜ悪い","星野 源",88.010,87.153,0.857,55,391,80,63,65,95,88,97,33,1,3,8,5,2.7,6,A-1,0,0,0,0,56,11,0,mid2G#,mid1D,mid2G#,mid1D
2024/09/23 14:50:47,1310-79,"恋だろ","wacci",88.269,87.419,0.850,55,390,83,66,63,98,80,93,11,2,0,6,5,3.9,11,G,0,0,0,0,55,15,0,mid2F#,mid1B,mid2F#,mid1B
2024/11/07 15:03:55,1430-11,"Bunny Girl","AKASAKI",88.719,87.902,0.817,51,405,81,77,62,98,87,95,6,1,0,10,3,1.9,6,D,0,0,0,0,52,15,0,mid2E,mid1C,mid2D#,mid1C
2024/11/07 15:12:43,5862-22,"黄色","back number",87.972,87.049,0.923,62,404,80,77,66,98,83,85,48,8,0,6,5,8.1,24,A-1,0,0,0,0,72,57,0,hiB,mid1D,hiB,mid1D
2024/11/07 15:21:30,3010-13,"歌うたいのバラッド","斉藤和義",84.094,83.239,0.855,55,355,77,46,64,95,73,91,36,5,0,3,5,9.5,29,D,0,0,0,0,58,23,0,mid2G#,lowF,mid2G#,lowG#
2024/11/07 15:31:35,3729-74,"ゲッタバンバン(アニメ Size)","佐香智久",81.238,80.413,0.825,52,300,74,40,64,99,23,97,5,4,2,3,0,1.5,5,B-1,0,0,0,0,54,18,0,mid2G#,mid1D#,mid2G#,mid1E
2024/11/07 15:38:07,5025-04,"奏(かなで)","スキマスイッチ",86.081,85.180,0.901,60,395,78,75,61,98,83,74,35,4,0,6,5,6.6,19,A-1,0,0,0,0,63,27,0,hiA#,mid1D,mid2G#,mid1D#
2024/11/07 15:47:12,5860-12,"恋","back number",90.116,89.243,0.873,57,398,85,64,64,99,86,89,27,1,0,6,6,4.2,13,A-1,0,0,0,0,59,26,0,mid2F#,mid1E,mid2F#,mid1E
2024/11/07 15:55:42,5860-50,"チェックのワンピース","back number",85.179,84.358,0.821,52,392,77,75,65,98,77,99,40,0,0,4,5,3.5,11,A-1,0,0,0,0,56,50,0,mid2G#,mid1D#,mid2G#,mid1D#
2024/11/07 16:04:20,5294-77,"魔法の絨毯","川崎鷹也",88.837,88.000,0.837,53,398,84,77,55,95,87,71,17,0,0,7,6,3.5,8,A-1,0,0,0,0,54,11,0,mid2G#,mid1C#,mid2G#,mid1C#
2024/11/07 16:12:59,5298-08,"君の為のキミノウタ","川崎鷹也",89.286,88.427,0.859,55,396,83,71,65,92,85,94,28,0,0,6,6,5.4,18,A-1,0,0,0,0,60,37,0,mid2F#,mid1C#,mid2F#,mid1E
2024/11/07 16:23:22,5321-75,"サクラウサギ","川崎鷹也",86.150,85.287,0.863,56,403,77,78,61,99,88,77,44,1,0,7,6,5.9,16,A-1,0,0,0,0,60,47,0,hiC,mid1D,hiB,mid1D
2024/11/07 16:33:49,6994-29,"僕と僕","川崎鷹也",87.463,87.463,0.000,52,407,79,80,63,96,89,84,40,1,0,9,5,5.0,17,A-1,0,0,0,0,61,68,0,mid2G#,mid1D#,mid2G#,mid1D#
2024/11/07 16:44:12,5380-52,"カレンダー","川崎鷹也",81.068,80.225,0.843,54,373,72,61,60,99,81,77,28,3,1,5,5,5.4,14,A-1,0,0,0,0,56,20,0,hiA,mid1F,mid2G,mid1F
2024/11/07 16:53:26,2652-95,"OH MY LITTLE GIRL(生音)","尾崎豊",87.176,86.318,0.858,55,403,78,75,67,98,85,98,16,1,2,6,7,8.2,22,A-1,0,0,0,0,61,50,0,mid2F,mid1G,mid2F,mid1G
2024/11/07 17:01:52,6823-85,"蕾","コブクロ",86.822,86.822,0.000,63,400,79,76,63,98,84,86,22,3,0,6,5,5.0,19,A-1,0,0,0,0,77,77,0,hiA#,mid1B,hiA#,mid1C#
2024/11/07 17:09:19,5863-35,"くだらないの中に","星野 源",89.023,89.023,0.000,55,394,84,75,66,87,82,86,35,3,0,8,4,3.2,15,A-1,0,0,0,0,64,74,0,mid2G#,mid1D#,mid2G#,mid1D#
2024/11/07 17:15:58,6823-65,"桜","コブクロ",90.000,90.000,0.000,56,411,83,75,70,99,84,97,20,10,0,6,6,8.5,24,D,0,0,0,0,74,85,0,mid2F#,mid1B,mid2F#,mid1F#
2024/11/07 17:25:38,5862-31,"アイラブユー","back number",88.960,88.111,0.849,54,404,81,73,63,98,89,82,12,1,1,8,6,4.6,12,A-1,0,0,0,0,59,49,0,hiA#,lowG#,hiA#,lowG#
2024/11/07 17:46:40,5477-81,"マジで感謝!(アニメオープニングVer.)","T-Pistonz+KMC",79.546,78.745,0.801,50,357,70,83,53,99,52,72,5,1,3,6,0,0.6,1,E,0,0,0,0,50,0,0,hiB,mid2A,hiB,mid2A
2024/11/21 15:08:26,3171-14,"チェリー","スピッツ",90.820,89.427,1.393,64,409,84,70,67,99,89,82,28,1,1,7,6,15.5,42,A-1,0,0,0,0,75,52,0,hiA#,mid1D,hiA#,mid1D
2024/11/21 15:19:44,5863-35,"くだらないの中に","星野 源",92.757,88.258,4.499,68,417,87,79,75,89,87,84,32,1,0,8,5,5.0,15,A-1,0,0,0,0,83,63,0,mid2G#,mid1D#,mid2G#,mid1D#
2024/11/21 15:30:06,5860-50,"チェックのワンピース","back number",90.304,88.612,1.692,72,410,84,77,66,99,84,78,50,2,0,8,4,4.7,16,A-1,0,0,0,0,73,10,0,mid2G#,mid1D#,mid2G#,mid1D#
2024/11/21 15:39:23,1430-11,"Bunny Girl","AKASAKI",88.560,86.806,1.754,60,377,86,69,60,92,70,74,8,3,0,4,4,2.1,6,D,0,0,0,0,63,23,0,mid2E,mid1C,mid2E,mid1C
2024/11/21 15:47:25,5862-22,"黄色","back number",91.140,88.594,2.546,68,419,83,75,75,99,87,86,39,7,0,7,6,4.8,15,A-1,0,0,0,0,79,56,0,hiB,mid1D,hiB,mid1D
2024/11/21 15:57:16,3010-13,"歌うたいのバラッド","斉藤和義",92.265,89.213,3.052,69,418,85,68,79,98,88,88,39,7,0,7,6,9.0,29,A-1,0,0,0,0,83,67,0,mid2G#,lowF,mid2G#,lowF
2024/11/21 16:07:10,5025-04,"奏(かなで)","スキマスイッチ",91.876,89.450,2.426,72,420,85,77,71,99,88,79,41,1,0,8,6,6.2,18,A-1,0,0,0,0,79,40,0,hiA#,mid1D,hiA#,mid1D
2024/11/21 16:16:43,5860-12,"恋","back number",93.658,90.511,3.147,72,426,89,80,74,94,89,73,28,5,1,8,5,5.2,17,A-1,0,0,0,0,78,21,0,mid2F#,mid1E,mid2F#,mid1E
2024/11/21 16:25:22,5294-77,"魔法の絨毯","川崎鷹也",90.076,86.574,3.502,61,401,85,78,65,88,85,86,9,4,0,7,5,4.3,13,A-1,0,0,0,0,63,11,0,mid2G#,mid1C#,mid2G#,mid1D#
2024/11/21 16:34:11,5298-08,"君の為のキミノウタ","川崎鷹也",92.289,87.695,4.594,70,423,85,80,78,91,89,82,38,4,0,9,5,8.6,26,A-1,0,0,0,0,84,45,0,mid2F#,mid1C#,mid2F#,mid1C#
2024/11/21 16:44:05,5321-75,"サクラウサギ","川崎鷹也",91.476,89.092,2.384,67,423,84,79,71,99,90,80,44,0,0,8,6,9.8,30,A-1,0,0,0,0,77,58,0,hiC,mid1D,hiB,mid1D
2024/11/21 16:54:09,6994-29,"僕と僕","川崎鷹也",92.851,89.418,3.433,69,420,87,76,74,93,90,79,45,6,0,9,6,11.6,38,A-1,0,0,0,0,80,55,0,mid2G#,mid1D#,mid2G#,mid1D#
2024/11/21 17:03:37,5380-52,"カレンダー","川崎鷹也",89.709,88.226,1.483,67,411,83,76,66,99,87,85,43,7,0,8,5,8.1,26,A-1,0,0,0,0,74,38,0,hiA,mid1F,mid2G,mid1F
2024/11/21 17:12:21,6823-65,"桜","コブクロ",94.398,89.219,5.179,74,423,89,65,87,91,91,86,32,11,0,9,6,13.5,40,A-1,0,0,0,0,94,77,0,mid2F#,mid1B,mid2F#,mid1B
2024/11/21 17:23:44,5862-31,"アイラブユー","back number",91.221,91.221,0.000,59,413,85,79,66,93,90,87,19,8,0,9,6,3.7,12,G,0,0,0,0,69,71,0,hiA#,lowG#,hiA#,lowG#
2024/11/21 17:35:49,6845-27,"天体観測(生音)","BUMP OF CHICKEN",85.055,83.881,1.174,63,365,77,55,68,99,66,79,34,9,0,7,0,1.0,3,D,0,0,0,0,65,18,0,mid2G#,lowG#,mid2G#,lowG#
2024/11/21 17:46:12,5860-25,"わたがし","back number",85.055,84.090,0.965,66,378,78,60,61,99,80,73,17,9,1,6,4,3.4,8,D,0,0,0,0,75,60,0,hiC,mid1E,hiC,mid1E
2024/11/21 17:52:53,5862-13,"水平線","back number",91.199,89.395,1.804,61,412,86,78,65,95,88,77,14,7,0,9,5,4.2,14,A-1,0,0,0,0,64,19,0,hiC,mid1D,hiC,mid1D
2024/11/21 18:02:22,2975-83,"シングルベッド(生音)","シャ乱Q",93.637,93.637,0.000,66,425,89,76,75,96,89,89,56,6,0,8,5,15.6,49,A-1,0,0,0,0,88,100,0,mid2G,mid1C,mid2G,mid1C
2024/12/13 15:00:17,5860-50,"チェックのワンピース","back number",89.704,88.030,1.674,74,407,83,73,69,98,84,79,49,4,1,7,5,10.1,33,A-1,0,0,0,0,78,20,0,mid2G#,mid1D#,mid2G#,mid1D#
2024/12/13 15:07:00,5860-12,"恋","back number",93.440,90.652,2.788,68,423,89,76,73,96,89,77,30,10,0,9,5,4.7,18,A-1,0,0,0,0,71,13,0,mid2F#,mid1E,mid2F#,mid1E
2024/12/13 15:14:31,3246-51,"Lemon","米津玄師",89.658,88.078,1.580,63,391,84,55,68,99,85,76,35,12,0,7,5,10.1,38,D,0,0,0,0,72,48,0,hiB,mid1B,hiB,mid1B
2024/12/13 15:21:20,6844-05,"ドライフラワー","優里",89.886,85.917,3.969,65,378,84,49,72,89,84,81,38,8,0,6,6,5.7,20,A-1,0,0,0,0,83,82,0,hiC,mid1F#,hiC,mid1G
2024/12/13 15:29:41,5321-75,"サクラウサギ","川崎鷹也",90.119,88.496,1.623,65,405,83,68,67,99,88,78,39,7,1,8,6,16.8,49,A-1,0,0,0,0,72,34,0,hiC,mid1D,hiB,mid1D
2024/12/13 15:36:11,1307-23,"ビリミリオン","優里",89.539,88.119,1.420,65,391,85,63,64,96,83,76,30,8,0,7,5,5.3,22,A-1,0,0,0,0,70,27,0,hiC,mid1D,hiC,mid1D
2024/12/13 15:44:45,6518-35,"世界に一つだけの花","SMAP",89.705,88.397,1.308,59,385,84,51,64,98,88,76,22,6,1,8,6,8.2,26,D,0,0,0,0,67,56,0,mid2F#,mid1C#,mid2F#,mid1C#
2024/12/13 15:58:39,7444-66,"Monster","嵐(アラシ)",86.925,86.925,0.000,62,374,79,56,74,98,67,93,42,12,3,2,6,13.7,42,D,0,0,0,0,84,100,0,mid2G#,mid1D#,mid2G#,mid1D#
2024/12/13 16:11:53,7444-92,"果てない空","嵐(アラシ)",81.558,80.621,0.937,63,377,72,59,62,98,86,79,16,2,0,6,6,6.7,17,A-1,0,0,0,0,70,42,0,mid2G,mid1C,mid2G,mid1C
2024/12/13 16:24:39,3246-34,"ピースサイン","米津玄師",88.141,87.233,0.908,60,363,84,46,63,96,74,82,9,12,1,4,4,3.0,12,D,0,0,0,0,61,4,0,mid2G#,mid1D#,mid2G#,mid1D#
2024/12/13 16:37:01,5859-61,"大不正解","back number",88.017,86.401,1.616,64,377,82,55,68,97,75,79,21,23,0,4,5,3.2,10,A-1,0,0,0,0,67,15,0,mid2G#,mid1C,mid2G#,mid1C
2024/12/13 16:48:58,7181-62,"君に届け","flumpool",92.453,89.720,2.733,66,420,86,73,75,98,88,81,29,6,0,8,6,11.3,36,A-1,0,0,0,0,77,63,0,hiA#,mid1A#,hiA#,mid1A#
2024/12/13 16:56:50,5394-73,"おかえり","Tani Yuuki",89.556,88.648,0.908,60,405,83,78,62,95,87,76,16,6,0,7,6,4.2,12,A-1,0,0,0,0,64,20,0,mid2F#,mid1B,mid2F#,mid1B
2024/12/13 17:06:12,1049-27,"猫","DISH//",89.611,86.668,2.943,67,374,85,46,68,91,84,84,41,8,1,6,6,3.6,11,D,0,0,0,0,72,37,0,hiA#,mid1C,hiA#,mid1C
2024/12/13 17:17:26,5796-19,"虹色の戦争","SEKAI NO OWARI(世界の終わり)",89.720,88.417,1.303,64,384,84,49,63,98,90,74,21,10,0,9,5,4.4,13,A-1,0,0,0,0,65,10,0,hiB,mid1F#,hiA,mid1F#
2024/12/13 17:30:50,1447-11,"ライラック","Mrs. GREEN APPLE",83.047,81.914,1.133,65,348,75,37,68,99,69,80,36,8,0,3,5,3.0,8,D,0,0,0,0,73,44,0,hiC#,mid1D,hiC#,mid1D
2024/12/13 17:37:23,2975-03,"シングルベッド","シャ乱Q",92.850,89.660,3.190,73,427,86,76,79,98,88,89,48,8,0,8,6,18.2,48,A-1,0,0,0,0,88,66,0,mid2G,mid1C,mid2G,mid1C
2024/12/13 17:43:21,6823-65,"桜","コブクロ",94.434,90.265,4.169,72,433,89,71,86,98,89,80,27,13,1,9,5,15.5,49,A-1,0,0,0,0,99,91,0,mid2F#,mid1B,mid2F#,mid1B
2024/12/13 17:50:09,6028-82,"感情","wacci",91.613,89.403,2.210,67,416,87,76,68,98,87,80,28,4,1,7,6,8.2,26,A-1,0,0,0,0,70,18,0,mid2F#,mid1C#,mid2F#,mid1C#
2024/12/13 17:55:48,6265-20,"別の人の彼女になったよ(生音)","wacci",88.730,86.874,1.856,67,397,82,65,70,98,82,86,40,11,0,6,5,7.9,26,A-1,0,0,0,0,69,18,0,mid2F#,mid1A,mid2F#,mid1A
2024/12/13 18:07:02,1310-79,"恋だろ","wacci",90.872,87.296,3.576,61,393,88,64,64,87,90,78,8,8,0,8,6,7.0,20,A-1,0,0,0,0,65,19,0,mid2F#,mid1B,mid2F#,mid1B
2024/12/13 18:25:07,6994-29,"僕と僕","川崎鷹也",92.539,87.807,4.732,77,420,85,76,78,91,90,76,48,11,0,9,5,6.6,27,A-1,0,0,0,0,84,29,0,mid2G#,mid1D#,mid2G#,mid1D#
2024/12/13 18:30:53,5317-44,"君の為のキミノウタ(ビデオクリップバージョン)","川崎鷹也",91.382,86.481,4.901,70,411,86,77,73,88,87,71,35,4,0,8,6,10.6,36,A-1,0,0,0,0,83,58,0,mid2F#,mid1C#,mid2F#,mid1C#
2024/12/27 13:58:25,3246-51,"Lemon","米津玄師",85.388,84.404,0.984,68,354,82,56,43,98,75,28,46,7,0,6,4,7.5,31,D,0,0,0,0,72,17,0,hiB,mid1B,hiB,mid1B
2024/12/27 14:09:04,3010-13,"歌うたいのバラッド","斉藤和義",87.704,86.755,0.949,64,378,82,56,62,97,81,74,43,4,4,5,5,12.4,41,D,0,0,0,0,68,26,0,mid2G#,lowF,mid2G#,mid1C
2024/12/27 14:18:38,7444-92,"果てない空","嵐(アラシ)",88.281,87.363,0.918,61,387,83,75,39,99,91,27,35,6,1,9,6,4.6,15,G,0,0,0,0,62,4,0,mid2G,mid1C,mid2G,mid1C
